_id	title	degree	betweenness	closeness_cent	eigen_cent
B0792HCFTG	Echo Dot (3 generazione)	0.0022330151286774967	0.025169240753948108	0.055939282751529415	0.013206363839126862
B07P24R81S	Gfone 8 Set di strumenti per manicure per unghie da 8 pezzi	0.002121364372243622	0.04827175729389795	0.05776220190896246	0.00023511111575733957
B07DMJPV31	FIFA 19 - PlayStation 4	0.0020655389940266843	0.034613797592867236	0.052239342014653384	0.0001422266839851398
B07PYGPZZF	RFID Blocking Porta Carte di Credito	0.00173058672472506	0.07422796030841128	0.06014637301616805	8.189359742856502e-06
B00UFGMVFG	Bruzzzler 200100001066 Ciminiera con impugnatura di sicurezza	0.0016189359682911852	0.005673953013537625	0.03982442212731936	2.3545519835128173e-07
