id_from	id_to	cat_from	cat_to	edge_betweenness
B071W1CT1D	B075T8BDSQ	sports	watch	7.439228697078989e-05
B01E99JV7K	B078MQ8NWD	sports	kitchen	2.4930391076001975e-08
B00YVKCIE6	B00QCFOIV4	toys	apparel	3.739558661400296e-08
B007H8MVFU	B07MTZ4LDY	kitchen	lighting	0.0011145754590303582
8804668237	1783190612	books	english-books	0.0031137435194149568
B077TR3SVB	B07NPD3QP3	tools	garden	7.439228697078989e-05
B00NQXKCBA	B073PCCX7X	tools	appliances	7.439228697078989e-05
B00BWIC4RQ	B078S9BHRV	garden	hpc	0.0015596203353236075
B01LZ7VRP6	B01DSV0F0M	kitchen	garden	0.00044616674389166936
B00BN57SKG	B07FVHM17T	industrial	kitchen	3.1162988845002466e-08
B01LVW5BGL	B07HWWWCBL	apparel	baby	0.00037183678289856944
B07HWWWCBL	B010DGNZ16	baby	toys	0.00044616674389166936
B00D78NMFM	B00L52RT2E	garden	tools	2.4930391076001975e-08
B06Y6BQTXD	B01L1Z6JRK	office	toys	7.439228697078989e-05
B0017RFHJ4	B07N821WN9	office	toys	7.439228697078989e-05
B01723GJWU	B078R3B1F4	office	jewelry	7.439228697078989e-05
B078FFX891	B07F2QBNKM	toys	watch	3.0539729068102416e-07
B07MT948DM	B01N7FK8HP	electronics	kitchen	7.439228697078989e-05
B01N9RG3XS	B06XSYL18F	videogames	electronics	7.439228697078989e-05
B076ZWJRFR	B07H7BX2KS	kitchen	tools	2.4930391076001975e-08
B07174MB8R	B07H8MPK33	lighting	electronics	7.439228697078989e-05
B00TFYLL8W	B078ZXTT86	garden	tools	9.97215643040079e-08
B00O8S0BMC	B07B2Q2317	sports	kitchen	3.1162988845002466e-08
B07G7DP8LP	B07G3L7Y2K	grocery	kitchen	4.1135145275403255e-07
B06Y3P5CRH	B07NKMS6PV	grocery	kitchen	7.439228697078989e-05
B06Y3P5CRH	B07NVFSDX2	grocery	kitchen	7.439228697078989e-05
B07FXWK6VP	B07FZGT7XM	apparel	sports	1.869779330700148e-08
B07FXWK6VP	B07JQ1HRDG	apparel	electronics	2.4930391076001975e-08
B01LVZWNF9	8809783379	apparel	books	7.439228697078989e-05
B00G5YOVZA	B07DX23KSQ	kitchen	appliances	7.439228697078989e-05
B00G5YOVZA	B07MH2ZCPS	kitchen	appliances	0.00014877210874604177
B07MKN4S4P	8883373588	kitchen	books	1.869779330700148e-08
B07DPHDPPH	B07B468T7M	kitchen	tools	7.439228697078989e-05
B07DPHDPPH	B01FXIQ3BS	kitchen	tools	0.00044616674389166936
B07NB942S3	8804716371	music	books	0.0031137435194149568
B07DKJTNJS	B071XY9DGC	pc	electronics	0.00022313946532575568
B07GVVWPFC	B01N1H6A3Y	kitchen	office	0.00022313946532575568
B07GVVWPFC	B07N69GKSN	kitchen	apparel	7.439228697078989e-05
B00UEUWN06	B00KHTOSO8	lighting	kitchen	4.986078215200395e-08
B01KUGWR9A	B07FN668KL	baby	toys	7.439228697078989e-05
B076CQRH6B	B07MF8W6RT	jewelry	lighting	5.6093379921004444e-08
B0117BBFDG	B00ZUGBJQI	hpc	beauty	0.00044616674389166936
B01NBRBWS6	B075TBK232	electronics	pc	0.00022313946532575568
B016WZ15YG	B076VLWC88	tools	luggage	0.00014877210874604177
B016WZ15YG	B0711DPSXT	tools	luggage	7.439228697078989e-05
B016WZ15YG	B0713ZQ4DQ	tools	luggage	7.439228697078989e-05
B016WZ15YG	B0727XS1XC	tools	luggage	7.439228697078989e-05
B078LTJ3HX	B001BJKO3M	garden	office	0.00037183678289856944
B01MXOLWYF	B07C7S8GSF	office	pc	7.439228697078989e-05
B077YG3N8S	B06XFQ3S1S	kitchen	jewelry	0.0011145754590303582
B06X6LZS86	B076387J48	garden	pet-supplies	0.0008176295709240987
B06XGM135P	B07F8K2ZYP	beauty	luggage	0.0023003645801693163
B075R91D76	B07F3YMKCL	tools	lighting	0.00022313946532575568
B07L6DB1N8	B07H3189W1	shoes	garden	0.0009661274453683045
B000H3QCIE	B07KS2TJ7D	baby	luggage	7.439228697078989e-05
B015CH1GTO	B00JSD994I	pc	electronics	0.000669081835697741
B07N2TN7B1	B07B7KLSZR	electronics	lighting	0.00022313946532575568
B07G2WC8T9	B07GW6FR8M	lighting	garden	0.00022313946532575568
B01GTF06PS	B07N7G8LDV	toys	apparel	0.0007433619359086889
B07DFRQK7R	B01G8ZU50A	shoes	sports	0.00037183678289856944
B01J97TVTK	B077HZ9M9N	garden	hpc	1.4833582690221175e-06
B005DQA7EU	B00L49YP3E	sports	appliances	7.439228697078989e-05
B00L49YP3E	B0772V5PD6	appliances	electronics	7.439228697078989e-05
B00L49YP3E	B077XSRSQM	appliances	lighting	0.00022313946532575568
B01IF3OW9I	8862580614	toys	books	0.00044616674389166936
B013QRUA6W	B075FJB1LR	pc	electronics	7.439228697078989e-05
B075FJB1LR	B07MKMD7GL	electronics	garden	0.00014877210874604177
B06Y67D1JH	B00ZW14ZGW	lighting	electronics	4.986078215200395e-08
B00BU440UG	B07MM1RJJR	industrial	shoes	7.439228697078989e-05
B07GTS7SWK	B07514HXLT	office	pc	0.0005947892702912551
B07GZTM9RQ	B07GTRK8YN	pc	office	7.439228697078989e-05
B01M68IX73	B01GFSQ2MU	industrial	shoes	2.6176910629802074e-07
B07G7C2VQT	B01M5JH166	baby	kitchen	7.439228697078989e-05
B01GO035T2	B07DXRW8QH	musical-instruments	music	7.439228697078989e-05
B01IDEZZAE	B07BFBSYFZ	tools	garden	0.00037183678289856944
B01F7HQEKK	B07FGN8XFD	baby	luggage	0.00022313946532575568
B010SIZ9YU	B07F192HTW	tools	apparel	7.439228697078989e-05
B00PI0J4CM	B06Y22KJ3H	baby	kitchen	0.00014877210874604177
B01GEDNW10	B01N03A5TV	toys	electronics	7.439228697078989e-05
B01GEDNW10	B00006JDJU	toys	musical-instruments	0.00014877210874604177
B07H3NBJRG	B00VJSGT2A	sports	electronics	7.439228697078989e-05
B0794ZNR3C	B07DD8F5RB	dvd	toys	7.439228697078989e-05
B07N81JY1Z	B07D5L5R5Z	apparel	luggage	7.439228697078989e-05
B015XLBE8C	B074SF87W7	kitchen	sports	1.2465195538000987e-08
B07NNMJKBK	B07H19CGFC	music	shoes	0.00022313946532575568
B00D2NCREE	B00XDUKTUA	kitchen	jewelry	3.739558661400296e-08
1978468520	B01M5AZP5C	books	kitchen	0.00029749435670993154
B016MQ21VQ	B0743H9THC	industrial	hpc	1.7451273753201382e-07
8852228799	B01N5KDGGE	books	kitchen	0.00029749435670993154
8852228799	B075KLQLHQ	books	kitchen	7.439228697078989e-05
B01N5KDGGE	B07BLZK3NY	kitchen	industrial	0.00022313946532575568
B01I0SI1SG	B07C59XY1X	electronics	jewelry	0.004515118197383642
B01I0SI1SG	B01LWAUW1P	electronics	apple-devices	0.0045887501074266136
0552565970	8809058348	english-books	books	7.439228697078989e-05
B07KVHJ632	B07L387LVN	apparel	dvd	0.0008176295709240987
B0746FYDSY	B0752T2P4L	luggage	kitchen	2.5553650852902026e-07
0241357527	B07FP2KPXC	english-books	toys	1.4958234645601184e-07
0241357527	B07D477PQL	english-books	toys	2.991646929120237e-07
B00N8XC4FK	B01GCTU92G	industrial	hpc	0.00014877210874604177
B01GCTU92G	B07HCQK96H	hpc	industrial	7.439228697078989e-05
B07DFT2LDB	B07M9FHJDK	sports	shoes	7.439228697078989e-05
B0087UIKAM	B013UGU758	pc	office	0.0017819744933304691
B0087UIKAM	B008OWD4YA	pc	electronics	7.439228697078989e-05
B01BCCST7K	B00QTP2ETU	lighting	appliances	0.0005947892702912551
B077BYM32D	B071KNVBPL	luggage	kitchen	0.00029749435670993154
B00A0VCJPI	B0792W6STM	pc	electronics	7.439228697078989e-05
B004WJ0I9S	B07FM1T8TK	pet-supplies	kitchen	7.439228697078989e-05
B076ZN1K5G	B01DAA3EXG	videogames	appliances	0.0014854773522635777
B07JMYNJM4	B01DOY0O0O	apparel	kitchen	0.0008176295709240987
B00JC11CP0	B06XVXWRZT	kitchen	garden	0.0017819744933304691
B06XVXWRZT	B000679G3O	garden	kitchen	0.0019301482726906869
B06XVXWRZT	B001AS03PS	garden	kitchen	7.439228697078989e-05
B07JW5Z1CZ	B07G7MBP49	electronics	sports	0.000669081835697741
B00FBEFB4A	B07PDZJJSN	garden	kitchen	6.232597769000493e-08
B07GGX1CHR	B07L4DDKPR	kitchen	beauty	7.439228697078989e-05
B07GGX1CHR	B07GF1J7KH	kitchen	beauty	0.00022313946532575568
B0753BBRWH	B0796TBL1F	hpc	beauty	7.439228697078989e-05
B0753BBRWH	B07FZ1MTLB	hpc	beauty	7.439228697078989e-05
B01LW1AL6Y	B07MSJFT2S	office	jewelry	7.439228697078989e-05
B07PNLXRFH	B07GDFDKJ7	apparel	sports	7.439228697078989e-05
1546947299	B01M0ERS1V	english-books	industrial	3.739558661400296e-08
B078WWDSHB	B07BYTSQMJ	kitchen	toys	0.0005947892702912551
B078WWDSHB	B07P5SFLK1	kitchen	toys	0.0005204842396892312
B07BYTSQMJ	B07GDDDQVP	toys	office	0.000669081835697741
B00T874PES	B077C7395B	kitchen	garden	7.439228697078989e-05
880471283X	B01KSTSYFU	books	electronics	7.439228697078989e-05
B00OUIXVSQ	B07F6RXN9G	tools	luggage	0.0005947892702912551
B07F6RXN9G	B001TL67BK	luggage	kitchen	0.0005204842396892312
B073VL5TCR	B0747NKFJY	kitchen	hpc	7.439228697078989e-05
B00KW1GEDY	B07FDWRY8Z	videogames	apparel	0.00044616674389166936
B079B32B94	B07LGBX66M	dvd	grocery	7.439228697078989e-05
B007V9YWDY	B00GMI4CZS	sports	automotive	2.2437351968401777e-07
B007V9YWDY	B008LTEOH2	sports	appliances	8.725636876600691e-08
B00VEEF7CM	B074W6WFHY	hpc	sports	1.6204754199401283e-07
B074W6WFHY	B00VEE1HLW	sports	hpc	8.725636876600691e-08
B000QIP4BQ	B0160VM4LU	pet-supplies	kitchen	7.439228697078989e-05
B00N3XJWGE	B01BDLGR74	industrial	hpc	0.0013371539905569039
B07G4SMF7C	B07N4HXW39	lighting	electronics	7.439228697078989e-05
B076PYHK38	B07413CXN7	sports	electronics	1.869779330700148e-08
B073QSNNRS	B076MHMSGF	kitchen	jewelry	7.439228697078989e-05
B01IH3JP0M	B075TR7TKC	tools	kitchen	7.439228697078989e-05
B01IH3JP0M	B07DJ95DQG	tools	kitchen	7.439228697078989e-05
B00FAWORFC	B0721PY3M9	office	toys	6.232597769000494e-09
886520933X	B07J41NYTV	books	musical-instruments	7.439228697078989e-05
B07L9ZV8VH	B07MBG21DR	apparel	jewelry	2.4930391076001975e-08
B07BLZK3NY	B07BKSZWDZ	industrial	kitchen	7.439228697078989e-05
B07BLZK3NY	B07CVSVL43	industrial	kitchen	7.439228697078989e-05
B07D9D37BH	B01HY7UEDO	lighting	kitchen	0.0017819744933304691
B01LZAZ4LS	B07FN27M7N	baby	tools	0.00037183678289856944
B00OXY3AIS	B00SOL9Z1M	electronics	pc	7.439228697078989e-05
B075SGYFWP	B07L8Z78CJ	industrial	apparel	4.6744483267503704e-07
1421597713	8832750902	english-books	books	0.00029749435670993154
B077N8TV14	B07KLVST56	tools	electronics	7.439228697078989e-05
B01FQS9SE4	B07FND5P8R	kitchen	industrial	0.0008176295709240987
B00AYXV5W0	B00L9F0I84	luxury-beauty	beauty	1.869779330700148e-08
B071HJR5BG	B00DFQSD5K	tools	electronics	0.00044616674389166936
3468490488	8843088262	english-books	books	7.728421233560613e-07
B01JU23TEC	B00X9M6QL8	apparel	toys	7.439228697078989e-05
B00014SKOI	B07514HXLT	office	pc	0.000669081835697741
B07CL9KDPV	B07KFCYMLZ	toys	shoes	0.0017819744933304691
B07PJ9KYGS	B07J9J8CCQ	luggage	shoes	7.439228697078989e-05
B07PJ9KYGS	B078HJBD2T	luggage	shoes	7.439228697078989e-05
B008BGXTIA	B008GDUWA6	pc	industrial	3.1162988845002466e-08
3869305312	0714841935	english-books	books	3.739558661400296e-08
B07L2XCWJ9	B07ML69JDK	luggage	sports	0.00014877210874604177
B07L2XCWJ9	B07N77GHNN	luggage	sports	7.439228697078989e-05
B07ML69JDK	B07MVZN68W	sports	electronics	0.00014877210874604177
B0010KTDWA	B00H98AQ78	tools	garden	7.439228697078989e-05
B00AAC8G72	B01E0W2XQ2	watch	sports	7.439228697078989e-05
B07PJ3R1HK	B07M7SYH2V	sports	electronics	7.439228697078989e-05
B07K2KF932	B07MBT1S2M	baby	kitchen	7.439228697078989e-05
B07K2KF932	B07PQM3L6M	baby	luggage	7.439228697078989e-05
B00J4RCO72	B011OC1QI2	tools	garden	9.97215643040079e-08
B078WST5RK	0113316070	pc	english-books	0.00014877210874604177
B01LYPOZ1T	B000G4XRIC	luggage	sports	7.439228697078989e-05
B0734MF7BR	B0786MS34H	jewelry	kitchen	0.00022313946532575568
B07B48S955	B06WV8CYNZ	hpc	kitchen	0.00044616674389166936
B073S2FSV8	B075T8MZFV	tools	kitchen	7.439228697078989e-05
B07DM85L9X	B074NWW8JS	videogames	electronics	7.439228697078989e-05
B07HSLVBTT	3791034561	music	english-books	0.000669081835697741
B073WX3TPK	B06XJ44YFR	tools	industrial	0.00126297361191026
B00UN1IZB2	B00BEW65YI	industrial	hpc	7.43922869707899e-05
B009DZNA1O	B01E8SNPI8	hpc	industrial	0.00022313946532575568
B009DZNA1O	B07DP21JWT	hpc	toys	0.00029749435670993154
B01E8SNPI8	B00I4SN3EK	industrial	kitchen	7.439228697078989e-05
B01E8SNPI8	B00JYSKRQ6	industrial	hpc	7.439228697078989e-05
B07334Q9XX	B07CWSLX5T	beauty	lighting	0.0017819744933304691
B076P7FCGF	B00O45T1JI	kitchen	hpc	7.439228697078989e-05
B013K5EWXM	B00BCQIIMS	kitchen	hpc	7.439228697078989e-05
B013K5EWXM	B07CBNVCNV	kitchen	tools	0.0021523154527644784
B013K5EWXM	B01I16B8DC	kitchen	appliances	7.439228697078989e-05
B000086Q9O	B07L21NQ5D	shoes	apparel	0.00037183678289856944
B01LW2VXYH	B07N4C3J9M	kitchen	baby	7.439228697078989e-05
8861759300	B07CVHTRPH	books	baby	2.4930391076001975e-08
B00IKEUWI8	B07CTG13KQ	automotive	pet-supplies	7.439228697078989e-05
B009NSKIRA	B06WWB87QJ	grocery	kitchen	3.1162988845002466e-08
B0737BF5DX	B018PPNI3C	sports	luggage	7.439228697078989e-05
B01GRPR7DE	B01KWV7DLK	industrial	hpc	7.439228697078989e-05
B000S68KDA	B07KYTY46Z	beauty	jewelry	0.0008176295709240987
B07JJXKWF5	B07HFLGP4V	apparel	toys	7.439228697078989e-05
B07LDMQD64	B07KG5VGXN	sports	tools	7.439228697078989e-05
B00HJ9GUM2	B0757HWG1Z	beauty	electronics	0.0010403576847971003
B00HJ9GUM2	B07HF94566	beauty	hpc	7.439228697078989e-05
B000TDZSU0	B072C779VS	sports	kitchen	3.1162988845002466e-08
B000TDZSU0	B007MA4RKU	sports	hpc	3.1162988845002466e-08
B0794VW88D	B00VTRE2P2	lighting	kitchen	7.439228697078989e-05
B00GN55U4C	B07G5CVYF4	kitchen	appliances	7.439228697078989e-05
B0015QCYQG	B00U3HV8HE	watch	electronics	7.439228697078989e-05
B06XJ37FVT	B01N5QNKRE	kitchen	hpc	7.439228697078989e-05
B074FZSJZF	B076VW1JB9	apparel	sports	4.3628184383003455e-08
3869930942	B07DPF6NTQ	english-books	videogames	7.439228697078989e-05
B00M1TDUV4	B073HF93KJ	appliances	lighting	7.439228697078989e-05
B000679G3O	B000YJBJNE	kitchen	appliances	0.0020042164645774885
B000YJBJNE	B000YJDHYS	appliances	kitchen	7.439228697078989e-05
B000YJBJNE	B01N4L6VVG	appliances	kitchen	7.439228697078989e-05
B07BCLMB2Q	B07P5S8DQM	beauty	kitchen	0.00014877210874604177
B0748GSL2P	B00O5DTVRG	toys	grocery	7.439228697078989e-05
B01MQZNZNZ	B0741BWZPY	office	kitchen	7.43922869707899e-05
B07MXJQJ3H	B073WTDRLN	sports	electronics	7.439228697078989e-05
B07H5JVF4R	B07MKTYM64	tools	lighting	7.439228697078989e-05
B018SC2D5G	B07DVGJ86Q	beauty	kitchen	2.4930391076001975e-08
B018SC2D5G	B0783M7CJ6	beauty	sports	2.4930391076001975e-08
B073JWXGNT	B07HBSJNR2	pc	electronics	0.0005204842396892312
B073JWXGNT	B07H588RDR	pc	electronics	0.0005204842396892312
B014KMQWU0	B07FXZHR7L	electronics	kitchen	7.439228697078989e-05
B014KMQWU0	B07DHYZ4XL	electronics	shoes	7.439228697078989e-05
B00006JAQ7	B01LLFPL8S	electronics	kitchen	6.855857545900543e-08
B00T38AD8Y	B06Y58CVYC	kitchen	appliances	0.00022313946532575568
B06Y58CVYC	B01NAYUP7W	appliances	pc	7.439228697078989e-05
B06Y58CVYC	B01BCRMHO6	appliances	electronics	7.439228697078989e-05
B003L87EKC	B01BDNAHIM	industrial	hpc	0.00044616674389166936
B003L87EKC	B0055RTZQS	industrial	NoStoreName	7.439228697078988e-05
B00H1QT4S0	B074XND445	kitchen	garden	1.869779330700148e-08
B074XND445	B01KC9PQ70	garden	kitchen	2.4930391076001975e-08
B006H0E33C	B00ZKM44GO	musical-instruments	electronics	7.439228697078989e-05
B006H0E33C	B01C84OATC	musical-instruments	electronics	7.439228697078989e-05
B074GXZYXL	B077QSCTWL	luggage	shoes	1.2465195538000987e-08
B06XRXVD7F	B074PXHTRJ	luggage	kitchen	9.97215643040079e-08
B06XRXVD7F	B01MQPFLIR	luggage	tools	9.97215643040079e-08
B07GKNPRFD	B017DFOKXC	electronics	appliances	2.4930391076001975e-08
B00VRST64U	B079J3RP3T	tools	kitchen	3.1162988845002466e-08
B004X4SWLI	B0148N87HM	tools	appliances	7.439228697078989e-05
B07CM5PGKM	B01BGROIEE	baby	kitchen	7.439228697078989e-05
B00TQEX8BO	B0148NO58W	pc	industrial	0.00029749435670993154
B0148NO58W	B072WC4ZLN	industrial	tools	7.439228697078989e-05
B07CS1GNJH	B07CTZH1G1	office	pc	7.439228697078989e-05
B000WL8DME	B00AETY5O4	kitchen	sports	0.00014877210874604177
B00AETY5O4	B000XF7E0Q	sports	kitchen	7.439228697078989e-05
B01J8KRT24	B0792S3SMB	electronics	pc	7.439228697078989e-05
B01MQYBFRA	B0054Y6LYG	kitchen	toys	6.232597769000493e-08
8817039039	B007XOCK9K	books	dvd	8.725636876600691e-08
B01KRLYPNE	B01MG1CMP6	NoStoreName	electronics	4.3628184383003455e-08
B072BXF77M	B073PKTL31	grocery	jewelry	1.3711715091801085e-07
B0792V7HJP	B07MM8KWQR	apparel	luggage	0.00126297361191026
B00L5M26DQ	B07PJ3YDQY	hpc	electronics	0.00022313946532575568
B07KPL5T3F	1091841705	hpc	english-books	3.1162988845002466e-08
B01M0WA2RU	B07KD4JH4N	shoes	electronics	0.0005204842396892312
B07H7679T2	B07JJR65TH	kitchen	beauty	7.439228697078989e-05
B00OU0I4AY	B077YMPTZW	tools	kitchen	1.2465195538000987e-08
B0086W3CB8	B07411KCT9	kitchen	appliances	0.0014113219040080098
B06XXFFCDP	B077GS5WD7	hpc	kitchen	7.439228697078989e-05
B077GS5WD7	B00M0EDW3Q	kitchen	hpc	0.00014877210874604177
B008N7HPPK	B07GKSFLY8	office	industrial	7.439228697078989e-05
B00B6D02SU	B078JGH962	industrial	baby	7.439228697078989e-05
B00569J8CQ	B01J9WZP40	tools	kitchen	8.725636876600691e-08
B07K3LX44M	B07H9X5W7X	watch	jewelry	0.0009661274453683045
B00Y0G2L9I	B0746GQ2FQ	pc	electronics	2.4930391076001975e-08
B00Y0G2L9I	B01AZC4NHS	pc	electronics	2.4930391076001975e-08
0192744011	8809793439	english-books	books	2.991646929120237e-07
B01HNXGLFO	B07DD771FZ	kitchen	electronics	0.00044616674389166936
B07DD771FZ	B01MRUUSPR	electronics	videogames	0.0005947892702912551
B07DD771FZ	B01C3FUNGA	electronics	luggage	7.439228697078989e-05
B075CJ8HZH	B07G4FFXRR	lighting	kitchen	7.439228697078989e-05
B075CJ8HZH	B01HOAV7L4	lighting	kitchen	7.439228697078989e-05
8886250916	B0055QS6AK	books	sports	7.439228697078989e-05
B01CG0WRGG	B01N4NUQN8	sports	luggage	0.00029749435670993154
B01CG0WRGG	B071DNJ6YJ	sports	luggage	7.439228697078989e-05
B07KLWQSFF	B014RWAMWC	luggage	electronics	0.00022313946532575568
B07C9MPHD9	B07JGTRKGW	kitchen	hpc	7.439228697078989e-05
B07JYZ68YV	B00B81B446	hpc	tools	0.00014877210874604177
B01C5RZWM6	B00N7FR3AK	musical-instruments	kitchen	7.439228697078989e-05
B00P2G9FC6	B004OWRH9C	appliances	kitchen	3.1162988845002466e-08
B00P2G9FC6	B017QKT5FW	appliances	kitchen	3.1162988845002466e-08
B01L99HC1A	B06XJ7TTB2	lighting	tools	0.00029749435670993154
B00GXZHLLW	B001IHP8OM	industrial	sports	3.1162988845002466e-08
B07F8ND86N	B01AT21VKQ	watch	sports	0.00022313946532575568
B0747NWNG2	B07DLB9BN1	pet-supplies	kitchen	0.002226346249064666
B07Q5BPR6Q	B01GEW88RO	watch	sports	0.00014877210874604177
B07JJJL1DB	B00UFBITKC	sports	apparel	7.439228697078989e-05
B072C2LJPV	B078WWN2ZS	toys	baby	9.97215643040079e-08
B072C2LJPV	B01BYFZ0I6	toys	baby	5.6093379921004444e-08
B078WWN2ZS	B004CLZRVU	baby	toys	1.3088455314901037e-07
889182142X	B077Z91NN3	books	kitchen	0.00029749435670993154
B07MGFY8XX	B07K83JYCQ	garden	tools	7.439228697078989e-05
B076J9N2DM	B07H4R9BVC	sports	kitchen	1.869779330700148e-08
B01DK1JECU	B071FNJMZZ	pet-supplies	garden	7.439228697078989e-05
8865273046	8865274859	english-books	books	1.1218675984200889e-07
B07351RMFY	B07M89P3VC	tools	musical-instruments	9.97215643040079e-08
B07HYS141L	B07KGNRZXZ	appliances	electronics	7.439228697078989e-05
B0017RHFQW	B07H3QRJYR	office	watch	0.0016337508531880994
B0017RHFQW	B07HMQLPLX	office	luggage	7.439228697078989e-05
B07PWMKJNM	B072J9QWDH	hpc	beauty	0.00044616674389166936
B07PWMKJNM	B073QLB4JB	hpc	beauty	7.439228697078989e-05
886388191X	B00R41I0OQ	books	musical-instruments	7.439228697078989e-05
B074869SP6	B079CS9X4G	hpc	sports	8.725636876600691e-08
B078K2N54C	B0792ZF321	sports	electronics	7.439228697078989e-05
B07G3XCRMW	B07JMZFC12	electronics	beauty	0.00014877210874604177
B00VVETA1E	B000WL2YOC	office	industrial	8.725636876600691e-08
B00D2PX8C2	B075ZXHYBY	pc	electronics	7.439228697078989e-05
B075T2W15Q	B07F9QTJSF	jewelry	kitchen	7.439228697078989e-05
B073DVRM6D	B07BN9S3LV	electronics	luggage	7.439228697078989e-05
B071FSYM2V	B072XSJFHL	kitchen	baby	0.0005204842396892312
B00BF9K9JM	B00CLCS6QU	kitchen	industrial	1.869779330700148e-08
B00CLCS6QU	B0795SF6CY	industrial	kitchen	1.869779330700148e-08
B07JMZFC12	B07QCSBQCZ	beauty	shoes	7.439228697078989e-05
B000XZ9VLG	B07FMYD3NQ	kitchen	appliances	6.232597769000493e-08
B001B4X3MQ	B07CNVM75X	tools	kitchen	7.439228697078989e-05
B076D8H5GD	B07GKK474B	hpc	sports	0.00044616674389166936
B076D8H5GD	B07MKKVW82	hpc	musical-instruments	7.439228697078989e-05
8852224467	B01N7V6SY4	books	dvd	7.439228697078989e-05
B009QWATA4	B07CSTGPRV	electronics	grocery	2.4930391076001975e-08
B01JCRFNDU	B07C3XMLJX	electronics	lighting	6.855857545900543e-08
B01JCRFNDU	B07DZRLM3J	electronics	lighting	6.855857545900543e-08
B07885BXMV	B01M7PCHOZ	watch	jewelry	7.439228697078992e-05
B072XNPQ4B	B07DC4YKKT	tools	electronics	7.43922869707899e-05
B007CHPL7G	B0118PYDJY	luggage	pc	7.439228697078989e-05
B0118PYDJY	B0767HXTW2	pc	tools	7.439228697078989e-05
B078W8BBFK	B00CZA778G	automotive	baby	7.439228697078989e-05
B00TOEZ1CK	B07JZCMNSZ	kitchen	handmade	2.4930391076001975e-08
B07CB83DYM	B072R2PW8W	sports	appliances	7.439228697078989e-05
B00JBB019E	B07MVDJVGC	apparel	jewelry	7.479117322800592e-08
B00ZZ93346	B01MR2K7UW	office	electronics	7.439228697078989e-05
1439199191	B07BN4RXJ3	english-books	shoes	3.2409508398802566e-06
B00FRLOLWU	B01G118IGY	baby	apparel	8.725636876600691e-08
B06XDS782G	B07HCJ5NTD	hpc	beauty	7.439228697078989e-05
B07PMTHHFQ	B07PT84RSK	sports	watch	6.232597769000494e-09
B07FDF5MCX	B007L0FUCK	garden	beauty	7.43922869707899e-05
B07G9N1Q43	B00UDJ4GN0	hpc	appliances	0.0009661274453683045
B01B4DOE3K	B07NXWJWRY	kitchen	jewelry	1.2465195538000987e-08
B07NXWJWRY	B00NQBGKJ0	jewelry	tools	1.2465195538000987e-08
B00N1TFH5U	B01H2GQKQ2	kitchen	appliances	7.439228697078989e-05
B07CCBZZ6N	B0171LHWI8	appliances	kitchen	7.439228697078989e-05
B006MKBVNM	B0001M0H3M	industrial	tools	7.439228697078989e-05
B006MKBVNM	B00FHXGT5A	industrial	tools	7.439228697078989e-05
B006MKBVNM	B005OV9EM0	industrial	kitchen	0.00037183678289856944
B01EFH14YO	B07C3R4B7F	electronics	appliances	6.232597769000494e-09
B07DG61W5K	B07HKL5LTP	shoes	apparel	7.439228697078989e-05
B00JQDI9GY	B00X9FCQXC	electronics	pc	7.439228697078989e-05
B01KLARXOY	B0778JXN3D	apparel	luggage	7.439228697078989e-05
B00AXRBYQE	B07DL17LWX	kitchen	tools	3.1162988845002466e-08
8808999432	B06Y1YYB25	books	office	0.00014877210874604177
B00D3I0INA	B06XYJ2GKB	sports	jewelry	0.0005204842396892312
B00163HY6I	B075NCKJML	sports	beauty	7.439228697078989e-05
B007NWJQOE	B00KR7TR0K	toys	garden	7.479117322800592e-08
8891820024	B07233HG56	books	jewelry	7.439228697078988e-05
B07MTZGFH3	B07P98JZPH	lighting	kitchen	7.43922869707899e-05
B07GTVZNZ9	B00C1E0C7Y	watch	kitchen	0.00014877210874604177
B014QBI1C2	B00BML7Y5A	appliances	sports	0.00014877210874604177
B01IVTFJ52	B07CMGF61G	sports	pet-supplies	7.439228697078989e-05
B07G19ZXWB	B017UAQ2Z4	beauty	tools	7.439228697078989e-05
B07BVR2ZX7	B07L4KV9MC	jewelry	watch	6.232597769000494e-09
B07L89F23X	B07PB36L5C	sports	watch	0.00014877210874604177
B07L89F23X	B07BTBWFWH	sports	electronics	7.439228697078989e-05
B00L22W06W	B073W8SRD8	jewelry	kitchen	7.439228697078989e-05
B000AJIF4E	B01NAZ27PM	musical-instruments	electronics	1.869779330700148e-08
B01HWV9VTU	B01MSWMGH1	industrial	kitchen	2.4930391076001975e-08
B07C3Q5F32	B07GSZ5TZF	hpc	musical-instruments	7.439228697078989e-05
B00QAA4NI4	B07CPPVGGW	shoes	sports	6.232597769000494e-09
B00NTCH52W	B01BGY6GPG	electronics	tools	0.00014877210874604177
B01BGY6GPG	B00U7O1OFY	tools	garden	7.439228697078989e-05
B07KD4JH4N	B07CSXFS11	electronics	tools	0.00029749435670993154
B07NV6NTST	B07P8R1GGH	baby	kitchen	7.439228697078989e-05
B07LDCMNR5	B07LFK1KS6	luggage	sports	7.439228697078989e-05
B07JJJGCHP	B07GSB1GWG	sports	luggage	7.439228697078989e-05
B01BY8R4BY	B01IDPSFD2	toys	kitchen	7.439228697078989e-05
B076G2GPZZ	B07DCLPS3D	luggage	electronics	0.00037183678289856944
B076G2GPZZ	B076MSKMCN	luggage	electronics	7.439228697078989e-05
