_id,degree,betweenness,closeness_cent,eigen_cent
B01CML42B2,0.00016747613465081226,3.8694902002137535e-07,0.0373094747107826,8.250193668576516e-10
B077HYHBKP,0.00022330151286774968,0.0005055793627662146,0.03733189079742658,7.598216433045952e-10
B00ZLTBXSS,0.00016747613465081226,0.0,0.00024867668478453943,3.2812589864233467e-31
B077PF9GD7,0.0003907776475185619,1.0596599259579457e-07,0.00039077764751856197,4.774671555035775e-31
B01LY65EVG,0.00022330151286774968,0.002171424673574823,0.036820315100863636,2.975367026721697e-11
B07B41WS48,0.0003349522693016245,0.0027411656041028696,0.036000974755780145,2.7164368982547874e-11
B00FA11MIS,0.00022330151286774968,0.0004462103282335267,0.031646752865105876,2.225154543561486e-12
B01KVAQJV2,5.582537821693742e-05,0.0,0.030211985303178146,2.9765672171812734e-13
B07NFHC69X,0.00011165075643387484,0.0,0.00016747613465081226,7.903951795536355e-38
B07PSRHSGK,0.00016747613465081226,9.349940523158344e-09,0.00022330151286774968,1.0651708828454761e-37
B0002D0HXA,0.00016747613465081226,3.1166468410527813e-09,0.022698198727284777,5.3333397786692215e-08
B00MO1XUKU,0.00011165075643387484,0.0,0.02269813394858089,4.77095101122781e-08
B01FDDNX3E,0.00011165075643387484,0.0004317796493231552,0.04146659998147533,5.654521317070182e-08
B07CQJWVRN,0.0003349522693016245,0.0007713328943823756,0.04372078446197584,4.1507769191958727e-07
B01JIIF2MA,0.00022330151286774968,0.0002975026408595343,0.0411380123571607,9.866278987545095e-09
B01NAQE020,0.00011165075643387484,0.0,0.03874667061138991,1.4485514119604387e-09
B072L23SDF,0.00022330151286774968,6.856623050316119e-08,0.00022330151286774968,6.107407967652633e-43
B07H4FTV43,0.00011165075643387484,0.0,0.00015459335506228826,4.395800583491358e-43
B07H5Q1NF6,0.0002791268910846871,0.00017690065783529317,0.03895104189789287,3.3222269005501736e-12
B07M8W8VHB,0.00016747613465081226,2.233596902754493e-08,0.03710131802809631,7.81654844341793e-13
B07212BFPB,0.0003349522693016245,0.00041644501792765913,0.04667505101613252,9.522227024901033e-06
B072M7BMS8,0.00011165075643387484,0.0,0.04362103101578995,1.5101987459591026e-06
8807492482,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
8882274292,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
B017MOW3WE,0.00016747613465081226,3.1166468410527813e-09,0.00016747613465081226,6.556069685428378e-41
B01LYB4LNL,0.00016747613465081226,3.1166468410527813e-09,0.00016747613465081226,6.556069685428378e-41
8890955503,0.00022330151286774968,0.0006691048070238348,0.03614199594219228,1.4090141093948573e-08
8890955554,0.00016747613465081226,4.363305577473894e-09,0.03428383448519063,2.55327795978908e-09
B001GGT9XG,0.00022330151286774968,0.0005744108893129612,0.043969987688297546,3.46595940593514e-06
B00YMGF6PW,0.0005582537821693742,0.0007375873112814345,0.043628209541777464,5.184583990566296e-06
B01H00UPDE,0.00016747613465081226,6.2332936821055625e-09,0.00017864121029419975,6.203165049744314e-40
B071LTWVNG,0.00016747613465081226,6.2332936821055625e-09,0.00017864121029419975,6.203165049744314e-40
B01MSUVTG9,0.00016747613465081226,0.0007900793343420137,0.04630358538146275,1.623434130421146e-08
B01N9J85P3,0.0003349522693016245,0.00155059946978731,0.04480171776641308,9.950118016725242e-08
B01MRPA13R,5.582537821693742e-05,0.0,0.0001884106514821638,2.3977875785640233e-43
B07HMVMQQF,0.0002791268910846871,1.6206563573474464e-07,0.0002826159772232457,5.70909097978858e-43
B00A6ASJQ6,0.00011165075643387484,0.0,0.03568838636354109,4.155258961733987e-12
B00UT6JJ4I,0.00022330151286774968,0.000717493608146381,0.036608127476557374,4.7028026020448216e-12
B0088PUEPK,0.00022330151286774968,0.00010521014308775816,0.035939643750466335,3.2647578591770726e-11
B0759FGJ3Q,0.0002791268910846871,0.0001052611537114178,0.03665418647104588,1.0442711240431448e-10
0692901264,0.00011165075643387484,0.0,0.03492180069571476,1.093346368715056e-09
1471165825,0.00016747613465081226,3.1166468410527813e-09,0.03492195403232965,1.2169641541897405e-09
B015OW6D9A,0.00022330151286774968,3.7174844078937395e-05,0.03874931348956619,2.1922813978835424e-09
B07G5LJBDK,0.00011165075643387484,0.0,0.038748747128177524,1.8127776109332604e-09
B07GDHXCZB,0.00016747613465081226,0.0012815314694495468,0.04392942944990803,1.3563546400562195e-09
B07HQHS4W5,0.0003907776475185619,0.0037042786978259343,0.044678898175095634,2.477918349510473e-09
B01FPYY1WI,0.00022330151286774968,1.5583234205263906e-07,0.00027606796625088227,1.1605600968985155e-36
B01LQ8ZR7U,0.00016747613465081226,6.2332936821055625e-09,0.00022901092654902737,9.696676362802527e-37
B00N0ZNZAE,0.00016747613465081226,1.5667236906913135e-05,0.044801970139176826,1.1214157173102312e-08
B01N4061WW,0.0003349522693016245,3.052865483406077e-05,0.04471104795313183,1.7654966056623657e-08
B012W3C6RW,0.00011165075643387484,0.0,0.032183060369715084,2.0766948402711984e-14
B013UYK5CK,0.00022330151286774968,0.00018592668394984473,0.032183841758511786,2.4053580229913178e-14
B01IZVS8D6,0.00022330151286774968,1.1219928627790013e-07,0.00038625126550097244,2.981859536746513e-33
B01N4MP09J,5.582537821693742e-05,0.0,0.00027483263122184576,9.208587232289454e-34
B001PNY8J0,5.582537821693742e-05,0.0,7.443383762258322e-05,6.570760983281414e-58
B07Q2ZGPFP,0.00011165075643387484,6.2332936821055625e-09,0.00011165075643387484,9.29245929766855e-58
B00KXX4UV4,0.0005024284039524368,0.0009190867662841759,0.04885011051493418,6.034910369848206e-05
B07CZY1T84,0.00011165075643387484,0.0,0.04552124488771528,1.1932760922753248e-05
8808117316,0.00016747613465081226,7.479952418526675e-08,0.00022330151286774968,1.8694330248980435e-40
8839532269,0.00011165075643387484,0.0,0.0001624011002674543,1.1690917761084248e-40
B004TSFBJO,0.00022330151286774968,3.718679122516144e-05,0.038374081304687634,7.695892166571624e-10
B01N1A00VH,0.00016747613465081226,3.718159681375968e-05,0.03837389615431392,6.791037611285285e-10
B00TQS7M2G,0.00011165075643387484,4.957237545385123e-05,0.03319131187603319,4.75704956148875e-12
B01M6Y009D,0.00016747613465081226,7.44026711541727e-05,0.03161794248761434,2.388926674011963e-12
B07BTX247B,0.0007257299168201864,0.002954687747214371,0.04417047285930773,2.040001298698066e-09
B07HJ9XBPD,0.00022330151286774968,0.0003826024637525244,0.04386522391139603,1.5697500289810725e-09
B07K14BN5W,0.00016747613465081226,0.0,0.03347926983939615,1.6804326420389343e-07
B07KZK9YDN,0.00022330151286774968,7.434449374647305e-05,0.03524898992189506,5.708500827585066e-07
B07HSJWBX4,0.0002791268910846871,2.7010939289124102e-08,0.0002791268910846871,9.541654115644579e-29
B07JC51Q6Y,0.00022330151286774968,2.077764560701854e-09,0.0002326057425705726,8.995727593765914e-29
B01DPSAYZE,0.00011165075643387484,1.0362850746500497e-07,0.0004015329956154031,1.7078443184588575e-28
B01GBRLGUI,0.00011165075643387484,9.349940523158344e-09,0.0003340999734509843,8.660082085224255e-29
B00JTV7ZYK,5.582537821693742e-05,0.0,0.044511614859228506,1.2441774474067686e-07
B01J5RHBQ4,0.0003349522693016245,0.0010178253685923172,0.04769759418901286,9.240555600111651e-07
B0050IHGLI,0.0005024284039524368,0.0049064230367209865,0.04506879511674411,0.0004646597701534933
B07JCD7N2K,5.582537821693742e-05,0.0,0.04221381135976003,5.923249814115215e-05
B00IXHFYVM,0.00016747613465081226,0.00043084774641404477,0.03768031753340984,2.092398689358489e-08
B06XHQY74V,0.00016747613465081226,0.0013442796299602351,0.03992978990700486,1.3495432907189254e-07
B07KW21SRT,0.00011165075643387484,0.0,0.036587581738018335,1.5530029940594393e-09
B07L5XRVP7,0.00016747613465081226,3.719406340112389e-05,0.03871291127045302,5.8072230019984546e-09
B0773QJDBQ,0.0002791268910846871,0.000309055678392598,0.032562273666517705,5.722798440147423e-14
B07DZYH39P,0.00022330151286774968,0.0003123750595377992,0.03214261027181224,2.918260346490875e-14
B07L4CP56G,0.00016747613465081226,3.116646841052781e-08,0.00017864121029419975,1.595224279837276e-50
B07L6Q8G9B,0.00011165075643387484,1.869988104631669e-08,0.00014886767524516643,1.2209318056005143e-50
B016QN8SCG,0.0003907776475185619,0.0042929908059595855,0.04509179187694223,1.714185113606453e-07
B07JP4Z2BF,0.00011165075643387484,0.001941381066178361,0.04527326379001417,1.1132197252719872e-06
B01MSUK566,0.0006140791603863116,0.0018408397095640142,0.04562517765158674,1.4073453593760213e-07
B06XZC1NSG,0.0003907776475185619,0.0014403749625609564,0.048524647767563434,3.1041885207254e-07
B07JY3JFWM,0.00022330151286774968,0.0008060242593886766,0.04379493481997615,2.0790138659832516e-08
1447961498,0.00011165075643387484,0.0,0.00015507049504704838,3.243434327100313e-43
1447961528,0.00011165075643387484,0.0,0.00015507049504704838,3.243434327100313e-43
B07KKY7MP7,0.0012281583207726231,0.019506220279064675,0.052691334042525934,7.908565718097736e-06
B07PKRNG1V,5.582537821693742e-05,0.0,0.04883031577845214,1.1402839501919795e-06
B07JBD5BG8,0.00016747613465081226,0.0005871381753478531,0.050379016551890476,6.394122496659294e-08
B07JML91PY,0.00016747613465081226,0.0007668396129683285,0.04999676473058299,2.1975389779572633e-07
B07MXR873V,0.00022330151286774968,0.0035133354118374797,0.041628729799150756,0.0001187815946279376
B07MXSKV4C,0.00044660302573549935,0.003707861381127501,0.04168108913940774,0.00013685322928521263
B000CRFALA,5.582537821693742e-05,0.0,0.02724472750613845,2.9322340805298775e-17
B00BS3ZWMY,0.00011165075643387484,7.439436009592989e-05,0.028406087936393293,2.1705563987211992e-16
B075NMPHF7,0.0003349522693016245,4.9761422346522935e-05,0.03481936696063318,6.653858506621237e-13
B07JQXS9XG,0.00016747613465081226,3.84386443729843e-08,0.034818147501573596,5.498757328075443e-13
B00NWKZ5EQ,0.00011165075643387484,0.0,0.022847977704689337,1.833443553772676e-19
B00RD30KOS,0.00016747613465081226,2.485941408650651e-05,0.023658741118446226,5.180001339263765e-19
B003DZ0F0Y,0.00011165075643387484,0.0,0.04239111035746543,3.053634663157604e-09
B003GEK2YG,0.0002791268910846871,0.0001477898137588932,0.04524313157696895,1.1479400353887199e-08
B0167A9D7C,0.0009490314296879361,0.0004870360692514022,0.03758398668831108,1.5243557952736765e-07
B073RN1BMG,0.0002791268910846871,5.8073519471616824e-08,0.035578229631827815,4.874412666525647e-08
0786965622,0.00011165075643387484,0.0,0.0002379924018722069,9.610254842323911e-30
078696619X,0.0003349522693016245,1.5271569521158627e-07,0.0003768213029643276,2.5396403206810473e-29
B01BC69BAU,0.0003349522693016245,0.0006607005420860808,0.04654666375826339,7.050433836508518e-05
B01H1ZINFK,0.00022330151286774968,7.685711152320647e-05,0.04468366748531928,6.922179222873486e-05
B00M2L6BPI,0.00022330151286774968,7.479952418526675e-08,0.0002512142019762184,1.283253603113081e-42
B077Y93Z87,0.00011165075643387484,0.0,0.00016747613465081226,9.0739732474333e-43
8893670291,0.00011165075643387484,0.0,0.0001256071009881092,5.118824529125693e-41
8893674793,0.00016747613465081226,3.1166468410527813e-09,0.00016747613465081226,6.556069685428378e-41
B00I5RF41A,0.00016747613465081226,7.479952418526675e-08,0.00022795362771916116,3.073182675519469e-42
B01N6TFRRC,0.00016747613465081226,7.791617102631953e-08,0.00022795362771916116,2.5204530426426127e-42
8804665793,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
8804681578,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
B009LM9086,0.00011165075643387484,0.0,0.00011165075643387484,2.0938324009808065e-48
B00XAZA0O8,0.00011165075643387484,0.0,0.00011165075643387484,2.0938324009808065e-48
B01MCVEKBI,0.00016747613465081226,5.543216127382459e-07,0.02316332277018208,1.8724201216506446e-12
B071HNJMFM,0.0003349522693016245,0.00011244786854582496,0.023995943046499265,7.526193020748834e-12
B00PVJJOMU,0.00011165075643387484,0.0,0.00015507049504704838,8.62028009549315e-44
B013SD5CMQ,0.00016747613465081226,3.739976209263338e-08,0.0001993763507747765,1.023025928532809e-43
B06Y3JPKNG,0.00011165075643387484,6.2332936821055625e-09,0.00011165075643387484,9.29245929766855e-58
B073FN2GBB,5.582537821693742e-05,0.0,7.443383762258322e-05,6.570760983281414e-58
B01L3VJEX8,0.00022330151286774968,0.0006285505045729933,0.03992538010113676,4.212236452523097e-10
B0773QQYQK,0.00016747613465081226,0.001100642778367837,0.04180047902205272,1.942614704185552e-09
B00GS9ONRI,0.00016747613465081226,1.3505469644562051e-08,0.0001993763507747765,1.6348420191714589e-37
B00N46G5AQ,0.00011165075643387484,3.1166468410527813e-09,0.00015507049504704838,9.332827165137676e-38
B01AHSMHBO,0.00016747613465081226,5.2439676250164886e-05,0.045520723808211754,6.392385456541287e-09
B07C91KX5C,0.00016747613465081226,7.76419307062534e-05,0.04658128594214014,2.5445530761833487e-08
B00N17HFE8,0.00022330151286774968,3.0032669353299756e-05,0.03835797990328655,6.658661073141322e-07
B07GT75L2F,0.00022330151286774968,0.0003582652822502439,0.04028208600567739,1.9904380527370428e-06
8856660822,0.00016747613465081226,0.0,0.00017864121029419975,1.8108780279880176e-29
8897541143,0.00022330151286774968,2.077764560701854e-09,0.00022330151286774968,2.200670314905125e-29
B01CUKZBB0,0.00016747613465081226,0.0015352781996574479,0.04664220400806337,3.0369346752638303e-07
B078FY1KZ1,0.00022330151286774968,0.0047903805293464845,0.048267852180530715,1.26782220266108e-07
B07DKV22CZ,0.0002791268910846871,7.867934584440597e-05,0.04861689656613374,3.226921773075679e-05
B07DMJPV31,0.0020655389940266843,0.034613797592867236,0.052239342014653384,0.0001422266839851398
B00GN8S7ZS,0.0002791268910846871,8.290280597200398e-07,0.0004283863233699724,1.0326090711392614e-20
B01723C4DI,5.582537821693742e-05,0.0,0.0003363363695879949,2.107142742344029e-21
B005U94MVY,0.00016747613465081226,2.9455750230375553e-05,0.044473284403675754,2.904975837595298e-09
B079V6G6P4,0.00016747613465081226,0.0004599179557826119,0.0458548213452426,3.56367239358444e-09
B07M5XF7VS,0.00016747613465081226,1.5085035407215707e-05,0.0376010445541391,1.5698910701524128e-06
B07NRFRV3G,0.00022330151286774968,0.00021547303611783156,0.038858742203646546,7.097741350878872e-06
0194524744,0.00016747613465081226,6.856623050316119e-08,0.00022795362771916116,3.15983557360307e-45
0194524906,0.00022330151286774968,1.0596599259579457e-07,0.00027354435326299337,4.1751680127014487e-45
B012DI6B90,0.0003349522693016245,4.742940417078709e-05,0.0407508087464618,3.088313730076113e-06
B0721MMXN6,0.00022330151286774968,0.00011095781157787076,0.04340226766630258,7.776230008643193e-06
1409589846,0.00016747613465081226,0.0,0.0001993763507747765,1.2647827010553606e-29
1904711049,0.0002791268910846871,1.5583234205263906e-08,0.0002791268910846871,1.6607849433091604e-29
B0086W3D8K,0.00016747613465081226,0.000763114855492891,0.04016653456684772,2.3507611378743696e-10
B009DIOBZ0,0.0003349522693016245,0.0006032830104482917,0.0389976431914984,1.3464508623725126e-10
B0002F741Q,0.000669904538603249,0.0006321276622428482,0.02270215092753472,9.707351831297828e-08
B002L5UAZW,0.00011165075643387484,0.0,0.02195428617224527,2.0916661303085203e-08
B0117T95YO,0.00011165075643387484,4.928878282693168e-05,0.04536985363974301,3.2993018005802757e-06
B01ARRTOZM,0.00011165075643387484,4.236288481080345e-06,0.043299009946685334,8.569073802832961e-07
B079DKSXZ2,0.00022330151286774968,0.0023042763889511465,0.05148722967946909,1.3246922726936876e-07
B07N6FSR2T,0.00011165075643387484,0.0005532350846377396,0.048030577774169476,1.8253225210596376e-08
B008ERK8Z8,0.00011165075643387484,0.0,0.000217266336844297,1.264577758937e-33
B00PGD1TM4,0.00016747613465081226,9.349940523158344e-09,0.00023643689597761732,1.592520227134489e-33
B00QR8FC1G,0.00011165075643387484,0.00022314568052569703,0.04573957973491917,1.6076594793537453e-07
B0794WNRBK,0.00011165075643387484,0.00014877625360449557,0.04280267010584213,2.20781289026846e-08
B07ND8DXHC,0.00022330151286774968,2.2636170827895244e-05,0.0321115938559216,4.012162109065473e-11
B07P5Z3SBK,0.00022330151286774968,0.0003484548592227117,0.033097249889917475,3.1008960129849054e-11
B01719XV44,0.00016747613465081226,2.077764560701854e-09,0.00017864121029419975,1.9123018357774297e-33
B07D7W868V,0.00016747613465081226,2.077764560701854e-09,0.00017864121029419975,1.9123018357774294e-33
B00A9WOBXQ,0.00044660302573549935,0.0030607793256113847,0.042361306753911844,5.909896203402402e-10
B07HBSJS4D,0.00011165075643387484,0.0022566237421849464,0.043845394542556024,3.7133545740971336e-09
B0751FDS6T,0.00022330151286774968,2.077764560701854e-09,0.00022330151286774968,2.200670314905125e-29
B0756D92G6,0.00022330151286774968,2.077764560701854e-09,0.00022330151286774968,2.200670314905125e-29
B07M7PGFMJ,0.00011165075643387484,0.0,0.03797991176619414,1.827118232356209e-05
B07M9Z9RDD,0.0002791268910846871,5.346092712011772e-07,0.03802239915404302,3.290285472755631e-05
B01MRWGPZ5,0.00022330151286774968,0.00026013591522341603,0.03792196283321309,2.027539392795699e-09
B06XR416XS,0.00011165075643387484,4.55030438793706e-08,0.035881434939938235,4.849720171387351e-10
B079DVRCVB,0.00022330151286774968,1.9686819212650069e-07,0.00044660302573549935,1.1940607640665338e-27
B07CQQC61R,0.00016747613465081226,1.8180439906141224e-07,0.00034856821520819464,4.924115178464745e-28
B005D6XXPK,0.0002791268910846871,0.0003544052568606458,0.04297590221298976,5.776125648501719e-09
B00BTIVNT4,0.00044660302573549935,0.00021726441253925915,0.04331669658375652,1.839528908089932e-08
B06ZYVMDV2,0.00016747613465081226,3.1166468410527813e-09,0.00016747613465081226,6.556069685428378e-41
B078PB5GLW,0.00011165075643387484,0.0,0.0001256071009881092,5.118824529125693e-41
B06XJLL2G1,5.582537821693742e-05,0.0,0.040465927950214454,3.7328940213657126e-10
B078TV7BCW,0.0006140791603863116,0.0017402178683717572,0.043082056362620184,2.7491956851633025e-09
8497407717,5.582537821693742e-05,0.0,8.373806732540613e-05,1.8443661040671232e-54
8497407725,0.00011165075643387484,1.2466587364211125e-08,0.0001256071009881092,2.9842470440788306e-54
8868366223,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
8868366495,0.00016747613465081226,0.0,0.00016747613465081226,6.528532596181612e-36
B00902LL4I,0.00016747613465081226,1.8589240083459316e-05,0.028943848256080026,8.942205196669415e-15
B00ALVC8VC,0.0002791268910846871,9.296490029834289e-05,0.02894426959304664,1.0297119930634841e-14
B07G16GP2M,0.00022330151286774968,0.0014505043907234673,0.04245877536740506,7.588488720434849e-10
B07JHJ1W24,5.582537821693742e-05,0.0,0.03991556176060179,9.86386881941364e-11
B01M4GJETI,0.0003349522693016245,0.0004462196781740498,0.04923934116940486,7.399566022198555e-06
B077HVKRLC,0.00011165075643387484,0.0,0.04923690255210701,5.783927161584695e-06
B073RM1YMP,0.00016747613465081226,1.3609357872597147e-08,0.0003654024756017722,6.16100082128169e-26
B078WVMYL5,0.0003349522693016245,1.36716908094182e-07,0.0004230976033283678,7.906293953619994e-26
B00BKQTEN2,0.0002791268910846871,4.459143918739648e-05,0.024750607125331656,4.4864142775391136e-17
B0198OOIOM,0.00022330151286774968,9.96423746694528e-05,0.02570143687707246,8.673547078942471e-17
B07411JS15,0.0003349522693016245,2.0507536214127305e-06,0.0005242595574450939,1.5520674830547542e-29
B07FTCQ8HF,0.00016747613465081226,2.2647633711650213e-07,0.0004385161718816439,6.818424991590347e-30
B0759KKY3F,0.00011165075643387484,0.0,0.04020491023681604,1.2045605901980349e-08
B0759QV7PK,0.0006140791603863116,0.0017825730173631888,0.042784710170674096,7.29948490785576e-08
B075NLPYCV,0.00011165075643387484,0.0,0.03892263928239599,7.89189495656064e-06
B07621NF8G,0.00011165075643387484,0.0,0.03892263928239599,7.89189495656064e-06
B01H089VHC,0.00022330151286774968,0.0009653855145452205,0.034857059837169434,1.7955822176461562e-10
B079DH9JN2,0.00016747613465081226,0.0006318056087359395,0.03312854459251046,3.337412280222256e-11
1847493211,0.0003907776475185619,0.0009291378729014962,0.02465538887422329,2.0100294869418683e-16
8809817648,0.00016747613465081226,0.00026028364428368195,0.023776645111380345,2.6579695170035876e-17
B0039YOHOO,0.00016747613465081226,9.093957707170687e-05,0.03229164522120428,1.190315772754295e-10
B00JOBHGQW,0.00022330151286774968,2.0525590692381548e-05,0.03080025924509803,3.627241611697986e-11
B0001P19PY,0.0003349522693016245,0.0008356638729550644,0.03535522812583383,5.114720285262384e-11
B000P37JQK,0.00016747613465081226,0.00017710246751655788,0.0335809059370926,7.428843967408126e-12
B015CCR1FW,0.00022330151286774968,3.490644461979115e-07,0.00032825322391559204,2.258777440464517e-33
B0756DRQNY,0.00011165075643387484,0.0,0.00026190416801775957,9.884279721174988e-34
B07GP3VQSB,0.0003907776475185619,0.0005161348807479909,0.04497856831922494,5.6003095246238275e-09
B07P8QZ7FF,0.00016747613465081226,0.00019441512081473135,0.043045914480347634,1.1271048724211016e-09
