_id	product	title	author-id	author-name	date	rating	helpful	verified	body
R3LOC2SY5P6SFG	B00ESBHG3Q	Mai piú	AEXYSAO4S34UWTWDY46Y3XJ7UZ6A	Cliente Amazon	2019-01-29	1	64	True	Mi è stato divorato dal cane
R301GEFAEYR1Z6	B00ESBHG3Q	Speranze Deluse	AGCQQZPC6QHOYDGUN45YJN6KXHOA	Spidey007	2019-01-31	1	20	True	"Possiedo ed ho giocato tutti i giochi della saga, ma proprio tutti, e quindi non potevo esimermi dal prendere questo nonostante tutti i siti di VG avvertissero su un gioco se non proprio deludente almeno al di sotto delle aspettative, l'ho preso, lo sto giocando ma non credo che lo finirò perchè sta diventando insopportabile; già all'inizio mi convinceva poco il fatto che si perdessero lunghissimi minuti in una serie di cut scene, che pur potendo ritenersi necessarie per chi non aveva giocato i precedenti capitoli, potevano essere abbreviate nei lunghissimi monologhi che le caratterizzano, si è preferito rendere il gioco lento, terribilmente lento, strappando sbadigli e costringermi spesso a fare altro per non spegnere la Console in preda a noia mortale. Parliamo del gioco in se stesso, le meccaniche del gioco non sono cambiate, i combattimenti sono coloratissimi e pieni di effetti speciali, gli avversari ""standard"" si superano con facilità, i Boss di fine livello richiedono maggiore concentrazione ma niente di che...ma il vero problema restano le immancabili cut scene che interrompono il ritmo di continuo, non si riesce a far niente per più di 5 minuti senza essere interrotti da queste irritanti scene all'interno delle quali dialoghi stucchevoli tra i protagonisti le rendono insopportabili; la trama è nota a chi conosce la saga e da come si sta procedendo credo che tutti i nodi ancora irrisolti saranno alla fine sciolti ma resta l'amarezza di aver aspettato anni per un finale di saga che non so ancora se ci sarà davvero, un gioco sfavillante e pieno di colori e di animazioni, combattimenti frenetici ma brevi e comunque tutti uguali tra loro, nessuna variazione sul tema, i fondali cambiano, i livelli si susseguono ma la sostanza non cambia...nel complesso una solenne delusione ed una solenne bocciatura, sono completamente in linea con le recensioni di altri siti specializzati  e gamers  del settore siti che non hanno in nessun caso mostrato entusiasmo, ma se vi piace buon divertimento"
R3E3C5XRQS1N5T	B00ESBHG3Q	Gioco eccezionale!!!! (minigiochi esclusi)	AE4BM6S2NT7HCSCLSMYA5ZPEAHAQ	Kevin	2019-03-03	4	1	True	"Aspettavo Kingdom Hearts 3 da più di 10 anni.
Adoro la saga e ci gioco dal primo KH.
Devo dire che la mia attesa è valsa lo sforzo!! Kingdom Hearts 3 è un gioco bellissimo!!
A livello di gameplay riprende i giochi precedenti, sebbene ora Sora disponga di mosse sempre più potenti e il gioco risulta molto più facile rispetto ai capitoli precedenti (anche giocando a difficoltà esperto, non avrete problemi a terminare il gioco).
Le nuove fusioni sono veramente belle. Ora Sora può fare delle trasformazioni con il Keyblade (ogni keyblade ne ha una diversa). Mi spiace un po’ che non ci siano più le fusioni del 2 (in questo kh Sora userà solo un keyblade), vabbè. Queste sono belle e variegate. Le attrazioni sono una nuova componente per colpire i nemici. Sono molto belle, anche se a dire il vero dopo un po’ stufano. I Legami invece non mi sembrano una buona idea (sono le invocazioni. Ma sono praticamente inutili. Consumano tutti gli mp e per quello che fanno sono uno spreco di tempo. Le migliori a mio parere restano quelle del primo kh. Trilli e bambi erano utili. Queste fanno solo un po’ di scena).
Per quanto riguarda i mondi sono molto soddisfatto. Sono realizzati in modo impeccabile e sono vastissimi. Sono molto vari e contengono un sacco di cose da fare (sui mini giochi sparsi nei mondi sono un po’ deluso ma spiegherò meglio dopo).
Riguardo la storia sono molto contento!!! L’ho trovata epica e anche commovente in certi punti. Vengono risolte le varie storie rimaste aperte nei capitoli precedenti e si apre un nuovo arco narrativo per i prossimi giochi. Inoltre la parte finale è veramente piena di battaglie epiche!! Mi è piaciuta tantissimo!!
Esplorazione: come ho già detto i mondi sono veramente vasti! Finché non lo giocate non vi renderete conto (non ci sono paragoni coi capitoli precedenti!). Per cercare di prendere tutti gli oggetti e i segreti che il gioco ha da offrire dovrete girare in lungo e in largo.
Sora in qualche modo ha imparato a camminare sui muri e quindi potrete davvero andare quasi ovunque.
Gummiship: come in ogni capitolo numerato, anche stavolta avremo la gummiship per viaggiare tra i mondi!! Questa parte di KH mi è sempre piaciuta, e anche in questo capitolo sono stato piacevolmente sorpreso. Rispetto si precedenti, c’ Una grande fase esplorativa delle galassie per ottenere oggetti e pezzi per la gummiship. Le battaglie sono facili, ma non per questo meno piacevoli da fare.
Mini giochi: eccomi arrivato a quella che secondo me è la nota dolente del gioco. Premetto che molti minigiochi mi sono piaciuti e mi piace anche il fatto che siano tanti. Il problema è che alcuni di essi si sono rivelati frustranti e questa è una cosa che non mi è piaciuta.
Parlo della discesa su neve ad Arendelle, alcune sfide dei budini e di un minigioco della cucina del piccolo chef. Riguardo a quest’ultimo forse sono io ad essere impedito (il minigioco delle uova), ma mi ha fatto sclerare davvero tanto. Riguardo alla slitta e ai budini, non capisco davvero che senso abbia mettere dei giochi che potrebbero anche essere piacevoli, se poi mettete la soglia per il punteggio migliore (che serve a ottenere materiali rari) a un livello così alto. Da divertente il gioco è diventato frustrante!! Anche perché il gioco principale di kh3 è tutto sommato facile! Non ci sono scontri impegnativi. Che senso ha mettere dei minigiochi frustranti? Questa parte secondo me andava assolutamente bilanciata meglio! Non transigo! Ed è per questo che la mia valutazione ha 4 stelle invece di 5 (il gioco purtroppo su questo è stato male bilanciato).
Detto questo, ci tengo a precisare che invece molti altri minigiochi sono molto belli e piacevolissimi! In particolare, ho apprezzato quelli del bosco dei 100 acri e i minigiochi del regno classico (sono più di 20) Anche i minigiochi di toy story e  rapunzel mi sono piaciuti (sebbene siano andati vicino alla soglia di frustrazione).
Conclusione: KH 3 è un gioco che non può mancare ai fan della saga! Io l’ho trovato stupendo (escludendo alcuni minigiochi) e consiglio assolutamente di giocarci!!"
R3OAW8BU5J3Z94	B00ESBHG3Q	Cura del dettaglio: che soddisfazione!	AHUDPMVJIFD2VNEZEXYZLSRSIAKQ	Nico	2019-02-01	5	2	True	"Ordine arrivato in perfetto orario grazie al servizio Amazon Prime.
Il Gioco è ottimo; il Gameplay è ricco di elementi che rompono la monotonia anche a livelli di difficoltà più semplici grazie all’integrazione delle peculiarità dei capitoli precedenti. La grafica soddisfa appieno le aspettative presentando solo raramente dei piccoli cali qualitativi.
Le musiche sono coinvolgenti e ben strutturate per i momenti tutti i momenti del gioco.
La trama soddisfa in pieno le alte aspettative presentando solo in rari casi (riguardanti l’universo Disney) dei cali dovuti alla difficoltà di adattare storie autonome alla trama principale.
Una particolare nota di merito per l’evidente studio del dettaglio rende il gioco godibile in tutte le sue parti.
Grazie dell’ottimo lavoro."
RK9E21B46DMRC	B00ESBHG3Q	Finalmente!!	AERX4Z7XI7ZFQRV5J4HWNSTO4OZQ	N.S.	2019-01-29	5	2	True	Dopo anni finalmente KHIII è tra le mie mani! Semplicemente fantastico, non ho altre parole per descriverlo! Anche se non si è fan della saga o si è impauriti dalla storia (incredibilmente intricata), consiglio comunque di leggersi qualche cosa online o guardare qualche video riassuntivo... ma assolutamente non perdetevi questo capolavoro!
R3S133SUAO0T4D	B00ESBHG3Q	Emozioni emozioni capolavoro	AEYQK63XGKAX64GYGTT4XW525CCQ	Kimy	2019-01-30	5	2	True	Behh... Che dire dopo 10 anni d'attesa è tante emozioni che questa serie ci ha regalato c'è ben poco da dire le uniche parole che posso esprimere sono capolavoro... E tante emozioni per gli appassionati da avere a tutti i costi ma anche per chi non conosce questo titolo io lo consiglio ad occhi chiusi ovviamente da giocare tutta la serie Cmq bellissimo
R2VF9VNCW57FOL	B00ESBHG3Q	Il sogno diventa realtà	AH4OC4SOHJG27T7DYY75ZXCESQKQ	Pietro Renna	2019-01-30	5	2	True	"Finalmente è uscito l'ultimo capitolo di una saga che va avanti da anni ed Anni,e con tutte le novità che ci sono non fa altro che confermare la magnifica validità del titolo.
Su PS4 Slim gira veramente bene, è ottimizzato in maniera eccellente ed offre una grafica emozionante,colorata e al TOP grazie anche alla collaborazione con la Pixar,che rende questo gioco una vera e propria perla.
Ovviamente,chi fosse interessato a giocarlo deve conoscere tutta la storia e giocare TUTTI i capitoli precedenti,perché non è un gioco che si può comprare senza essere a conoscenza della storia,che è una delle più complicate ma altrettanto belle della storia videoludica."
R2YXOKHMPL48V4	B00ESBHG3Q	Il gioco più atteso di sempre...!	AEP4WER2IDDXQ3LIE3IX63STM7SA	Francesco Merlino	2019-02-10	5	1	True	Penso che per i fan della saga sanno quanto abbiamo desiderato questo momento...di poter mettere le mani sulla versione next gen di questo gioco...parlo dopo averlo ricevuto con un giorno di ritardo dal day one anche avendo fatto il preordine...ma posso anche capirlo visto il maltempo fatto nella mia zona...quindi sempre complimenti al servizio Amazon Prime...dopo averlo provato e giocato,posso dire di essere pienamente soddisfatto del lavoro svolto sul gioco...molto più complesso di prima...e pieno di novità rispetto al passato...lo consiglio a chi si aspetta di finire la saga...e consiglio di rigiocare le versioni precedenti a chi non le ha mai provate...Ottimo titolo consigliato a tutti i giocatori di console...!
R3LLFYCCPW8V5A	B00ESBHG3Q	Spedizione nei tempi previsti, prodotto superlativo	AFCALENAJJFVQWJW2GWHCOOLCCIQ	martasaru	2019-02-25	5	0	True	"Kingdom Hearts 3, per la natura della saga e per le grandissime aspettative createsi negli anni, può solo deludere o conquistare, senza vie di mezzo. A me è piaciuto immensamente, in tutti gli aspetti importanti (meno le gummiship che ho sempre odiato ma lo sviluppo della nave è una parte opzionale del titolo che quindi non ha intaccato più di tanto la mia esperienza videoludica) e posso dire di aspettare con serenità il seguito, che se le cose vanno come sono andate fin'ora arriverà probabilmente tra sei o sette anni.
La spedizione fortunatamente ha rispettato i tempi promessi ed il pacco è arrivato sano e salvo il giorno dell'uscita."
R20MQUG6IEKKUN	B00ESBHG3Q	Bello finché non è uscito	AFQLYFSPHE6SWHD64SKSNBHFWVJQ	Federico Buscema	2019-02-27	1	3	True	Storia scritta da una scimmia ubriaca, gameplay povero e fine a se stesso, mondi tanto grandi quanto vuoti, magia perennemente castrata dalla pessima scrittura dei personaggi, finale che emoziona obbligatoriamente ma che dopo 10 minuti causa non pochi conati di vomito, concludo dicendo, XEANORT, che vergogna, il finale sembra un episodio di Don Matteo
R2RYPV9XU3MEIH	B00ESBHG3Q	L'ennesima delusione della Square	AHOV4GO5UMNUOLL34XUP2VCWYKOA	Gianluca 	2019-02-08	1	5	True	Aspettare 10 anni per poi ritrovarsi un prodotto del genere, con meccaniche e regia di 10 anni fa é ridicolo, un flop totale
R3N6O45ITT55NI	B00ESBHG3Q	Spettacolo assoluto!!	AFZD77NVRDFLLLJLU5LKNWV5BSBA	Cristian 	2019-03-06	5	0	True	Chi ancora non lo ha preso corra a prenderlo perché è da avere assolutamente e giocarci fino allo svenimento,rinchiuso in camera e con le cuffie, ignorando ciò che gli capita intorno. È un capolavoro stratosferico e coinvolgente, adatto per tutte le età.. Non nascondo che ho 40 anni e lo aspettavo da tanti anni, avendo giocato ovviamente a quelli precedenti. Grafica e colori spettacolari e mondi favolosi. Per chi non ha mai giocato ai KH e per chi è amante dei videogiochi deve comprarlo all'istante e comprare i precedenti. Spedizione impeccabile come sempre, arrivato il giorno dopo averlo ordinato. Darei 10 stelle!
R26SZE1MML9O8F	B00ESBHG3Q	Appassionante	AFIFX6E6YL47TLAXFIPQ3NK2P3YA	Masters85	2019-03-04	5	0	True	Gioco stupendo e, nonostante alcuni lo critichino per le sembianze “vintage” della trama, ritengo che sia proprio quello a renderlo attraente ai nuovi e vecchi giocatori. Grafica fantastica, trama complessa e studiata, combattimenti dinamici, cura dei dettagli in ogni singolo mondo. È un gioco che non ti stanca, non vuoi proseguire con la trama? Torna nei mondi già esplorati alla ricerca di segreti, oppure gioca ai minigiochi arcade. Un’infinit di avventure, segreti, sorprese. Per me è 10/10
R3QUOQUDQ6OONY	B00ESBHG3Q	Emozionante è dire poco	AGLJ2PCSWEHKWBOQLAYTT5OXOF2A	Sara 	2019-03-16	5	1	True	"Il gioco è arrivato il giorno dell’uscita, preordinato con mesi di anticipo perché lo aspettavo da tanto tempo.
Non ha assolutamente deluso le aspettative (cosa vi aspettavate? Non capisco veramente i commenti di odio verso questo gioco, addirittura chi lo definisce insopportabile), la storia è chiara e il finale non è per scontato e l’ho trovato adatto al continuo della saga (perché si sapeva da tanto tempo che non si sarebbe conclusa qui la storia di Sora, ma solo quella di Xehanort). Ho apprezzato i vari minigame e ho amato Scala ad Caelum (e sono sicura che sarà giocabile, non hanno programmato un mondo con così tanti dettagli per nulla). Unica pecca: la facilità disarmante dei combattimenti, ma confido nella modalità critica!"
R2L7AX49OF03KN	B00ESBHG3Q	Divino!	AHZEPRO3FMX2WKKX2ZVYEOSROJIQ	Vanny887	2019-02-01	5	1	True	"Arrivato 5 giorni in anticipo dalla data di uscita, grafica estremamente meravigliosa e colorata, dettagli incredibili. Una saga stupenda che merita di essere giocata TUTTA. Prima di prendervi questo se mai non aveste giocato agli altri capitoli del gioco non capireste la storia quindi vi consiglio di recuperarli tutti se non l'avete fatto. Peccato che abbia scoperto questa saga cinque anni fa e non nel lontano 2001, ma meglio tardi che mai ♥ imballaggio perfetto e arrivato in ottime condizioni. Vi lascio un ultimo messaggio:
May your heart be your guiding key."
R15UWWML5BHMFO	B00ESBHG3Q	Deludente	AEAOMADZI5TY56WBQ6SJRDN2UH5A	Gaia	2019-03-22	3	0	True	"Un gioco molto deludente rispetto alle mie aspettative. Molto facile, la trama è condensata nell'ultima ora di gioco e i personaggi a malapena interagiscono l'uno con l'altro al di fuori delle solite battute (""Sora è stupido"", amicizia di qua e oscurità di là). I mondi disney esteticamente molto belli ma grandi e privi di punti di interesse al punto di diventare noiosi, mancano contenuti post game (che verranno successivamente aggiunti con i dlc presumo) e i minigiochi continuano come per tradizione ad essere incredibilmente molesti. Kingdom Hearts 3 è un gioco che ti fa passare 30 orette e che inevitabilmente i fan storici della serie si troveranno a giocare, ma sicuramente non risponde ai miei 12 anni di attesa."
RXYPGBNBBXFI8	B00ESBHG3Q	Tutto ciò che ho sempre atteso	AHU5OEAGEX5BOJEG7IEKGNDIST2A	Leonardo Zambaldo	2019-03-09	5	0	True	Gioco splendido. Quanto di meglio potessi aspettarmi. Rivedere tutti i vecchi compagni di avventure in questa opera conclusiva è, senza mezzi termini, una autentica gioia. La storia in alcuni momenti sente il peso di tanti anni di rimandi ma dove ci sono alcune lacune il gameplay le colma tutte con un’esplosione di azione, luci e colori davvero fantastiche. Unico lato negativo ... anche alla modalità più difficile resta una sfida facile ma questo problema verrà colmato presto con la modalità critica in arrivò gratuitamente. Se siete fan della saga non lasciatevelo sfuggire.
R29O033O8D5AZM	B00ESBHG3Q	Kingdom Hearts 3	AFGYEA6YB5XVBJ2GGYNFMVGFRHTA	V D	2019-01-29	5	3	True	"Finalmente la lunga attesa è finita.
Kingdom Hearts 3 è ora realtà, non ci resta che concludere questa grande avventura durata ormai decenni."
R1HGIXQP2FWBZ6	B00ESBHG3Q	Puntualità nella spedizione e gioco spendido	AH43J5CKVKIMHCQQ44FRIT2Z5KVA	Andrea	2019-02-26	5	0	True	L'articolo è giunto imballato perfettamente e nei tempi previsti, in quanto ho effettuato il preordine ed è arrivato puntualmente nella data di uscita con il prezzo più basso previsto al lancio. Il gioco di per sè è splendido ed, anche se presenta dei limiti derivanti dalla vastita e complicatezza della trama e da alcune cose rivedibili a livello del gamepaly, è un tripudio di emozioni specialmente per chi come me lo ha atteso per 13 anni.
R1ZFXD1YOYZWRL	B00ESBHG3Q	Capitolo finale	AECR4HGPSQ3XMF4LZHEDRQGU6SNQ	Great Converter	2019-02-04	5	0	True	Kingdom hearts 3 è il capitolo finale di una saga che dura quasi da 20 anni. Per tutti coloro i quali da piccoli hanno avuto la possibilità di giocare ai capitoli precedenti, KH3 si presenta come un epilogo spettacolare, un tripudio di colori che vi riporterà all'era dei sogni e della viva fantasia. Forse non lo consiglierei a chi nin conosce la saga, per terrore che possa non comprenderne a pieno le peculiarità
RB69BT6RR7GA0	B00ESBHG3Q	Fantastico	AEA5EAYBQQHGUAE6DN4UEXYYCEVA	Marianna A.	2019-03-20	5	0	True	Da anni aspettavo l uscita del terzo capitolo e ora che posso provare con mano un altea avventura di Sora e compagni, devo dire che finora il gioco nn ha deluso le mie aspettative. La confezione arrivata in perfetto stato e sigillata, l ho messo con cura insieme agli altri giochi di kh.
R4QT4NK3Q1F09	B00ESBHG3Q	5 stelle perchè non se ne  possono dare altre	AEPLCUDFKVYVJF2VE4VJZ5XPARIQ	MatteoCagno	2019-01-30	5	1	True	"semplicemente Kingdom Hearts III. per noi vecchi fan è un gioco strepitoso, ma sono sicuro che anche i nuovi potranno apprezzare questo gran lavoro di Square Enix

consegna 4 giorni prima del day one..non posso lamentarmi!"
R3EVWNZV69IP2G	B00ESBHG3Q	Davvero soddisfatto!	AGD3XB2TRUW7EYMB5UJVSCDPVASA	Alessandro Bartilomo	2019-02-22	5	0	True	Gioco che aspetto da anni e anni (come la maggior parte di chi l ha acquistato), ordinato il martedì sera alle 19 circa, arrivato a casa il mercoledì mattina alle 9.. Assurdo.. Mai stati così veloci.. Davvero soddisfatto.. Ogni tanto l opzione prime funziona! Gioco bellissimo!
R22YQNO884Y9NG	B00ESBHG3Q	Gioco eccellente!!!	AHLOJUINZUAGMPAT7VH6DAGQVZRQ	Federico	2019-02-19	5	0	True	"Imballp perfettamente integro e tempi di consegna rapidissimi(ordinato di domenkca verso le 12 e arrivato il giorno seguente verso le 9:30 con amazon prime). Il gioco è un finale di serie attesissimo da molti giocatori e nonostante ci siano dei capitoli precedenti grazie ai vari filmati si riescd comunque a seguire la trama del gioco e a riprendere i suoi predecessori, combattimenti ricchi di colori con musiche avvincenti e mosse uniche.
Consigliato!!"
R3QH63R3N5E5R6	B00ESBHG3Q	carino ma....	AH4DSNHZV23HHONNFUFBF4QJZ2QA	lorenzo marranci	2019-03-23	2	0	True	come tutti noi aspettavo da anni un nuovo capitolo che personalmene non sono stato soddisfatto .... scene animate lunghe gioco cortissimo finito in 20 ore storia che nnon si capisc enulla
RCOKRFJT13Y4U	B00ESBHG3Q	Caratteristiche del gioco	AH5MMQCJOCOBJSBROL3WQX6N7WDA	Antonio	2019-02-12	5	0	True	Il prodotto è arrivato intatto funzionante e in 24 ore. È un gioco pazzesco vi consiglio di acquistarlo se siete fan della saga, ma anche se non vi avete giocato vi consiglio di provarlo e non ve ne pentirete. Azione adrenalina suspance, in questo gioco c'è tutto. Un intreccio tra bene e male immerso nel mondo Disney e Pixar. Una grafica mozzafiato, tanti posti da visitare,e sopratutto non esiste nulla di scontato nella storia del gioco
R3DE30AUUGCZI5	B00ESBHG3Q	KINGDOM HEARTS 3 SUPER!	AHPZS6P3LMO7XVEPUTL7V7W7TZ2Q	Gianluigi Morinelli	2019-01-29	5	3	True	"KINGDOM HEARTS 3 È UN GIOCONE FIGO! MI PIACE MOLTO!!!
😂😂😂😂😂😂😂"
RJ1AH55DNQ2SF	B00ESBHG3Q	Bellissimo!!!	AGEIZVRFLGGH7MF2GG5L4JXX3NKQ	Mirkolino	2019-01-29	5	0	True	Giocate le prime 5 ore di gioco e che dire... mi sta piacendo tantissimo.  Consiglio vivamente di recuperare tutti e dico TUTTI i precedenti capitoli per capire la storia di questa saga stupenda oppure almeno aggiornatevi con qualche riassunto su You tube. E' fondamentale!
R2ATA6081RN1AU	B00ESBHG3Q	Perfetto	AFUOEJRUZD2Y525E335Z33G3HCTA	MancinD.Lucas	2019-01-29	5	2	True	Ottime condizioni e puntuale
R1V6KTNACCHYSA	B00ESBHG3Q	Gioco funzionante ma disco non inserito correttamente	AG3XN6NLQ2ZEYNGZ5CGZY2437WQQ	Andrea Pavia	2019-04-03	4	0	True	Il gioco è perfettamente funzionante e la consegna è stata velocissima (come sempre), l'unico grosso difetto l'ho riscontrato nel fatto che il blue-ray non fosse inserito correttamente all'interno della custodia e quindi si muovesse liberamente. Per fortuna non si è né graffiato né rovinato
R3DSMWWMMT4CWI	B00ESBHG3Q	Molto bene	AHDV3UJCJ5USKWJBYFMTNTHRA5OQ	BRUNO	2019-04-04	5	0	True	Arrivato nel tempo stabilito e perfettamente imballato. La custodia era integra e il gioco funziona. Lo aspettavo da un sacco, non vedo l'ora di giocarlo!
RH40DL97PLHSX	B00ESBHG3Q	Un buon gioco	AH2KOIRYD5SRWMN2NOUPPQGRXXTQ	Marco Faustini	2019-02-27	4	0	True	"Capitolo conclusivo della saga di xehanorth.
4 stelle perché il gioco è smorzato continuamente da cutscene inutili di pochi secondi.
servizio amazon eccellente."
R1MUZT5YN6625C	B00ESBHG3Q	Una delle cose belle della vita	AFZTN3AYFFAFFOCQEZIHLKOIRSOA	Lorenzo Ridoni	2019-02-25	5	0	True	"Che dire, aspettavo veramente da tanto questo capitolo, me lo so ""magnato"" da buon romano, in 2 giorni l'ho finito e ho pianto per quasi tutte le scene finali ! Pelle d'oca per tutto il gioco ! KINGDOM HEARTS NON DELUDE MAI !!!"
R2VG8YDQ634082	B00ESBHG3Q	Eccellente	AEF2ZKUS4QMGOPEPA474S4ELBEIA	E.Salvati93	2019-01-29	5	0	True	Il finale della storia che tutti i fanatici (come me) stavano aspettando da anni, impossibile non accaparrarsi almeno una copia
R31U5L3BNGFLOC	B00ESBHG3Q	Non vedo il mio keyblade esclusivo dopo averlo preordinato su amazon.	AHW6R5PF2JDQEP4IW3Q2RHS5R5IQ	Cliente Amazon	2019-02-20	4	0	True	Dopo anche essermi informato ho letto che pre ordinando qualsiasi edizione di Kingdom Hearts 3 su Amazon avrei dovuto ricevere il keyblade eslusivo. Del resto il gioco lo amo, già platinato, sia il gameplay normale che quello delle gummi ship
R1HF7G0FEXLLP7	B00ESBHG3Q	Finalmente	AFB257TDGEUEZOVIRIJJAS6L7QUQ	teresa	2019-01-30	5	0	True	Arrivato puntuale il giorno d'uscita, felicissima di averlo! Grafica fantastica, hanno migliorato molto il modo di combattete pur senza stravolgerlo, non vedo l'ora di giocarlo tutto!
R1CM0ESRLV478N	B00ESBHG3Q	Bellissimo senza altre parole!	AHXF2E3LTAZVONAZFMEDR3DM52LA	Walter	2019-02-15	5	0	True	Arrivato al giorno di uscita, in mattinata presto, ben sigillato e senza danni, funziona ed è BELLISSIMO! Lo consiglio sia a chi conosce già la saga sia invece non ha ancora alcun approccio!
R9W3F04CBV7T3	B00ESBHG3Q	Ottimo gioco	AGIJQUUIF3BFXGBXYASRPYX2ZM3A	Maurizio	2019-02-04	5	0	True	"Lo attendevo da anni e sono felice di averlo finalmente tra le mani.
Ottimi gioco, lo consiglio a tutti gli appassionati di action game"
R1MRI65XP8U2IO	B00ESBHG3Q	Perfetto	AEYLA6IAGOIK2BJ5LIIMPK2RJHEQ	Cloudya	2019-02-16	5	0	True	Aspettavo questo terzo capitolo da anni, sono contentissima. Il prodotto è arrivato in ottime condizioni con imballaggio perfetto e nei tempi di consegna previsti. Ora non mi resta che giocare e concludere così questa saga che mi accompagna dall’infanzia
R2ERSUS0UT4YXJ	B00ESBHG3Q	Ok	AFTVH5A7RNBSZHPF6LXIZEEWIDVA	Cliente Amazon	2019-02-01	4	2	True	Consegna puntuale, gioco bellissimo. Prezzo troppo alto
R1HXS2EZNWCXMD	B00ESBHG3Q	Finalmente	AGKBOWX4AC3Q3XJ6P6H2J46IK64Q	Noemi	2019-01-29	5	2	True	Arrivato in ottime condizioni 😍 finalmente non vedo l’ora di giocarci!
R302KT4O7S07N0	B00ESBHG3Q	Gioco bellissimo	AGWVVPLIM3TUSJP32JPKRKCESQFA	Cliente Amazon	2019-03-16	5	0	True	Un titolo che ha accompagnato la mia infanzia e la mia adolescenza, impossibile perderselo
R2B2FWQG3HPNRA	B00ESBHG3Q	Una parola: CAPOLAVORO	AFNNOZW7P3ALHJX2YWBX4RQAH4HQ	toni liberato	2019-02-15	5	1	True	Come da titolo, ne si apprezza l’opera avendo giocato ai precedenti capitoli (compresi quelli non numerati)
R1RJUC2HC88OD2	B00ESBHG3Q	Spettacolare	AGAS3KL3XYVOZIWPCUDVYPW2OTLA	Armando	2019-03-15	5	0	True	Finalmente è arrivato dopo 14 anni dal secondo. Assolutamente stupendo
RFAPREL7HNL7D	B00ESBHG3Q	Kingdom Hearts III - PlayStation 4	AGU5BIESRM2QEMCSRC3HTSTASIBQ	Jessica	2019-01-31	4	0	True	gioco arrivato presto, con qualche graffio nella copertina, il gioco e funzionante per cui mi basta questo. Non metto 5 stelle piene perchè essendo una collezionista avere la copertina del gioco graffiata non mi piace molto.
R3K9WGRZS7RJG1	B00ESBHG3Q	Non è perfetto	AH64KAY2KZWOI6SXV7RDSMLAR5CA	Vanessa	2019-02-04	4	0	True	"Grazie ad Amazon, ho ricevuto la copia tanto attesa di KH3.
Il gioco in sé è spettacolare, però manca di qualcosa di trama e certi personaggi non sono loro. Il finale fa stare male."
RU5EL6B774OTK	B00ESBHG3Q	Ottimo acquisto! Sempre affidabili	AGY4WMWCDS33ADH3NESPPUC7R5BQ	Cliente Amazon	2019-01-31	5	1	True	È valsa la pena aspettare più di 10 anni l’uscita di questo capolavoro
R3NQKHY8RJ775D	B00ESBHG3Q	Fan di Kingdom Hearts da sempre	AGDEBKWLSHG6ZII3R7R2MOAYXNMA	Federico M.	2019-02-27	5	0	True	"Rucevuto prima della data di pubblicazione ufficiale.
Prodotto ricevuto in impeccabili condizioni.
A livello di grafica il più ben fatto della saga, a storia un po' meno."
RTS7BOA5PE8QG	B00ESBHG3Q	Perfetto!!	AENHYTBCQSYQUOBVSFXIK4MD4ISA	Martina	2019-03-11	5	0	True	Mi è arrivato nei tempi previsti. Il mio fidanzato è rimasto contentissimo.
R2WIDUTP222MEI	B00ESBHG3Q	Fantastico	AFN63GFGN33Y5ROLSYUUQL3FFD7Q	Alessandro Bruno	2019-04-04	5	0	True	Gioco davvero fantastico, aspettavo questo gioco da tantissimi anni, la dinamica di gioco è fantastica, diversa dai precedenti giochi, grafica mozzafiato
R2X4DLDX1FIRB6	B00ESBHG3Q	Kingdom heart	AGKHDUXTMIE7HFPGRAPYRTQ4CX5Q	Cliente Amazon	2019-01-30	5	1	True	Arrivato il giorno dopo averlo ordinato! Fantastico. Lo devo ancora provare, ma conoscendo i precedenti sarà spettacolare
R8769O5I4E4IL	B00ESBHG3Q	MAGICO	AHLBJHZDJBTH7VUTUNDUZ7YKUDBA	Cliente Amazon	2019-01-31	5	0	True	"SENZA PAROLE.
Dopo 5 ore di gioco già innamorato.
L'openening all'inizio del gioco con la canzone in collaborazione con Skrillex è qualcosa di MAGICO.
Consiglio a tutti."
R1WZC9VLICUXN4	B00ESBHG3Q	Lunga attesa	AHRF2K3BX3PJRYMFU6UMPKSHSK6A	Daniele	2019-01-29	5	1	True	Finalmente il tanto atteso kingdom hearts è uscito, fantastico!
R5NG73QVZNBRD	B00ESBHG3Q	Fantastico	AENKGH5376CNCUYWGITNGODACNSA	Cliente Amazon	2019-02-27	5	0	True	Perfetto imballaggio e tempi. gioco bellissimo consiglio di prenderlo in coppia con i final mix per recuperare i vecchi capitoli
R1TM7NJ43PHYAC	B00ESBHG3Q	Fantastico, da comprare	AFNA6J2CCUS4LKKHW4OYMQIIOX5A	Roberto brandoli	2019-02-19	5	0	True	Ottimo gioco, finalmente dopo tanti anni è uscito, è molto lungo, consigliato
R19ARRL75DY192	B00ESBHG3Q	stupendo	AE3LI3UD6NXQ7LH76PTRGFOBSNCQ	D.D	2019-02-17	5	0	True	una attesa che ne valsa la pena. Come sempre l'ordine e arrivato puntuale e in ottime condizioni
R64GT70579EFY	B00ESBHG3Q	ASSOLUTAMENTE DA GIOCARE	AF2Z2MARKYQJNOVKMDVROLBCOWAA	Tariq	2019-02-15	5	0	True	Un capolavoro di gioco bisogna provarlo almeno una volta nella vita, il consiglio che do e di informarsi su quello che è successo nella saga di Kingdom Hearts prima di giocare a questo capitolo.
